cbo,description,family_id
252315,Secretária trilíngüe,2523
252320,Tecnólogo em secretariado escolar,2523
252405,Analista de recursos humanos,2524
252505,Administrador de fundos e carteiras de investimento,2525
252510,Analista de câmbio,2525
252515,Analista de cobrança (instituições financeiras),2525
252525,Analista de crédito (instituições financeiras),2525
252530,Analista de crédito rural,2525
252535,Analista de leasing,2525
252540,Analista de produtos bancários,2525
252545,Analista financeiro (instituições financeiras),2525
252550,Profissional de relações com investidores,2525
252605,Gestor em segurança,2526
252705,Analista de pcp (programação e controle da produção),2527
252710,Analista de planejamento de materias,2527
252715,Analista de logistica,2527
252720,Analista de projetos logisticos,2527
252725,Analista de gestão de estoque,2527
253110,Redator de publicidade,2531
253115,Publicitário,2531
253120,Diretor de mídia (publicidade),2531
253125,Diretor de arte (publicidade),2531
253130,Diretor de criação,2531
253135,Diretor de contas (publicidade),2531
253140,Agenciador de propaganda,2531
253205,Gerente de captação (fundos e investimentos institucionais),2532
253210,Gerente de clientes especiais (private),2532
253215,Gerente de contas - pessoa física e jurídica,2532
253220,Gerente de grandes contas (corporate),2532
253225,Operador de negócios,2532
253305,"Corretor de valores, ativos financeiros, mercadorias e derivativos",2533
253405,Analista de mídias sociais,2534
253410,Influenciador digital,2534
254105,Auditor-fiscal da receita federal,2541
254110,Técnico da receita federal,2541
254205,Auditor-fiscal da previdência social,2542
254305,Auditor-fiscal do trabalho,2543
254310,Agente de higiene e segurança,2543
254405,Fiscal de tributos estadual,2544
254410,Fiscal de tributos municipal,2544
254415,Técnico de tributos estadual,2544
254420,Técnico de tributos municipal,2544
254505,Fiscal de atividades urbanas,2545
261105,Arquivista pesquisador (jornalismo),2611
261110,Assessor de imprensa,2611
261115,Diretor de redação,2611
261120,Editor,2611
261125,Jornalista,2611
261130,Produtor de texto,2611
261135,Repórter (exclusive rádio e televisão),2611
261140,Revisor de texto,2611
261205,Bibliotecário,2612
261210,Documentalista,2612
261215,Analista de informações (pesquisador de informações de rede),2612
261305,Arquivista,2613
261310,Museólogo,2613
261405,Filólogo,2614
261410,Intérprete,2614
261415,Lingüista,2614
261420,Tradutor,2614
261425,Intérprete de língua de sinais,2614
261430,Audiodescritor,2614
261505,Autor-roteirista,2615
261510,Crítico,2615
261515,Escritor de ficção,2615
261520,Escritor de não ficção,2615
261525,Poeta,2615
261530,Redator de textos técnicos,2615
261605,Editor de jornal,2616
261610,Editor de livro,2616
261615,Editor de mídia eletrônica,2616
261620,Editor de revista,2616
261625,Editor de revista científica,2616
261705,Âncora de mídias audiovisuais,2617
261710,Comentarista de mídias audiovisuais,2617
261715,Locutor de mídias audiovisuais,2617
261730,Repórter de mídias audiovisuais,2617
261805,Fotógrafo,2618
261810,Fotógrafo publicitário,2618
261815,Fotógrafo retratista,2618
261820,Repórter fotográfico,2618
261905,Continuista,2619
261910,Assistente de direção (tv),2619
262105,Produtor cultural,2621
262110,Produtor cinematográfico,2621
262115,Produtor de rádio,2621
262120,Produtor de teatro,2621
262125,Produtor de televisão,2621
262130,Tecnólogo em produção fonográfica,2621
262135,Tecnólogo em produção audiovisual,2621
262205,Diretor de cinema,2622
262210,Diretor de programas de rádio,2622
262215,Diretor de programas de televisão,2622
262220,Diretor teatral,2622
262225,Diretor de programação,2622
262230,Diretor de produção,2622
262235,Diretor artistíco,2622
262305,Cenógrafo carnavalesco e festas populares,2623
262310,Cenógrafo de cinema,2623
262315,Cenógrafo de eventos,2623
262320,Cenógrafo de teatro,2623
262325,Cenógrafo de tv,2623
262330,Diretor de arte,2623
262405,Artista (artes visuais),2624
262410,Desenhista industrial gráfico (designer gráfico),2624
262415,Conservador-restaurador de bens  culturais,2624
262420,Desenhista industrial de produto (designer de produto),2624
262425,Desenhista industrial de produto de moda (designer de moda),2624
262505,Ator,2625
262605,Compositor,2626
262610,Músico arranjador,2626
262615,Músico regente,2626
262620,Musicólogo,2626
262705,Músico intérprete cantor,2627
262710,Músico intérprete instrumentista,2627
262805,Assistente de coreografia,2628
262810,Bailarino (exceto danças populares),2628
262815,Coreógrafo,2628
262820,Dramaturgo de dança,2628
262825,Ensaiador de dança,2628
262830,Professor de dança,2628
262905,Decorador de interiores de nível superior,2629
263105,Ministro de culto religioso,2631
263110,Missionário,2631
263115,Teólogo,2631
271105,Chefe de cozinha,2711
271110,Tecnólogo em gastronomia,2711
300105,Técnico em mecatrônica - automação da manufatura,3001
300110,Técnico em mecatrônica - robótica,3001
300305,Técnico em eletromecânica,3003
301105,Técnico de laboratório industrial,3011
301110,Técnico de laboratório de análises físico-químicas (materiais de construção),3011
301115,Técnico químico de petróleo,3011
301205,Técnico de apoio à bioengenharia,3012
311105,Técnico químico,3111
311110,Técnico de celulose e papel,3111
311115,Técnico em curtimento,3111
311205,Técnico em petroquímica,3112
311305,"Técnico em materiais, produtos cerâmicos e vidros",3113
311405,Técnico em borracha,3114
311410,Técnico em plástico,3114
311505,Técnico de controle de meio ambiente,3115
311510,Técnico de meteorologia,3115
311515,"Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia)",3115
311520,Técnico em tratamento de efluentes,3115
311605,Técnico têxtil,3116
311610,Técnico têxtil (tratamentos químicos),3116
311615,Técnico têxtil de fiação,3116
311620,Técnico têxtil de malharia,3116
311625,Técnico têxtil de tecelagem,3116
311705,Colorista de papel,3117
311710,Colorista têxtil,3117
311715,Preparador de tintas,3117
311720,Preparador de tintas (fábrica de tecidos),3117
311725,Tingidor de couros,3117
312105,Técnico de obras civis,3121
312205,Técnico de estradas,3122
312210,Técnico de saneamento,3122
312305,Técnico em agrimensura,3123
312310,Técnico em geodésia e cartografia,3123
312315,Técnico em hidrografia,3123
312320,Topógrafo,3123
313105,Eletrotécnico,3131
313110,Eletrotécnico (produção de energia),3131
313115,"Eletrotécnico na fabricação, montagem e instalação de máquinas e equipamentos",3131
313120,Técnico de manutenção elétrica,3131
313125,Técnico de manutenção elétrica de máquina,3131
313130,Técnico eletricista,3131
313205,Técnico de manutenção eletrônica,3132
313210,Técnico de manutenção eletrônica (circuitos de máquinas com comando numérico),3132
313215,Técnico eletrônico,3132
313220,Técnico em manutenção de equipamentos de informática,3132
313305,Técnico de comunicação de dados (telecomunicações),3133
313310,Técnico de rede (telecomunicações),3133
313315,Técnico de telecomunicações (telefonia),3133
313320,Técnico de transmissão (telecomunicações),3133
313405,Técnico em calibração,3134
313410,Técnico em instrumentação,3134
313415,"Encarregado de manutenção de instrumentos de controle, medição e similares",3134
313505,Técnico em fotônica,3135
314105,Técnico em mecânica de precisão,3141
314110,Técnico mecânico,3141
314115,"Técnico mecânico (calefação, ventilação e refrigeração)",3141
314120,Técnico mecânico (máquinas),3141
314125,Técnico mecânico (motores),3141
314205,Técnico mecânico na fabricação de ferramentas,3142
314210,Técnico mecânico na manutenção de ferramentas,3142
314305,Técnico em automobilística,3143
314310,Técnico mecânico (aeronaves),3143
314315,Técnico mecânico (embarcações),3143
314405,Técnico de manutenção de sistemas e instrumentos,3144
314410,Técnico em manutenção de máquinas,3144
314610,Técnico em caldeiraria,3146
314615,Técnico em estruturas metálicas,3146
314620,Técnico em soldagem,3146
314625,Tecnólogo em soldagem,3146
314705,Técnico de acabamento em siderurgia,3147
314710,Técnico de aciaria em siderurgia,3147
314715,Técnico de fundição em siderurgia,3147
314720,Técnico de laminação em siderurgia,3147
314725,Técnico de redução na siderurgia (primeira fusão),3147
314730,Técnico de refratário em siderurgia,3147
314805,Inspetor de equipamentos,3148
314810,Inspetor de fabricação,3148
314815,Inspetor de ensaios não destrutivos,3148
314825,Inspetor de dutos,3148
314830,Inspetor de controle dimensional,3148
314835,Inspetor de pintura,3148
314840,Inspetor de manutenção,3148
314845,Inspetor de soldagem,3148
316105,Técnico em geofísica,3161
316110,Técnico em geologia,3161
316115,Técnico em geoquímica,3161
316120,Técnico em geotecnia,3161
316305,Técnico de mineração,3163
316310,Técnico de mineração (óleo e petróleo),3163
316315,Técnico em processamento mineral (exceto petróleo),3163
316320,Técnico em pesquisa mineral,3163
316325,Técnico de produção em refino de petróleo,3163
316330,Técnico em planejamento de lavra de minas,3163
316335,Desincrustador (poços de petróleo),3163
316340,Cimentador (poços de petróleo),3163
317105,Desenvolvedor web (técnico),3171
317110,Desenvolvedor de sistemas de tecnologia da informação (técnico),3171
317115,Programador de máquinas - ferramenta com comando numérico,3171
317120,Desenvolvedor de multimídia,3171
317205,Operador de computador,3172
317210,Técnico de suporte ao usuário de tecnologia da informação,3172
318005,Desenhista técnico,3180
318010,Desenhista copista,3180
318015,Desenhista detalhista,3180
318105,Desenhista técnico (arquitetura),3181
318110,Desenhista técnico (cartografia),3181
318115,Desenhista técnico (construção civil),3181
318120,Desenhista técnico (instalações hidrossanitárias),3181
318205,Desenhista técnico mecânico,3182
318210,Desenhista técnico aeronáutico,3182
318215,Desenhista técnico naval,3182
318305,Desenhista técnico (eletricidade e eletrônica),3183
318310,"Desenhista técnico (calefação, ventilação e refrigeração)",3183
318405,Desenhista técnico (artes gráficas),3184
318410,Desenhista técnico (ilustrações artísticas),3184
318415,Desenhista técnico (ilustrações técnicas),3184
318420,Desenhista técnico (indústria têxtil),3184
318425,Desenhista técnico (mobiliário),3184
318430,"Desenhista técnico de embalagens, maquetes e leiautes",3184
318505,Desenhista projetista de arquitetura,3185
318510,Desenhista projetista de construção civil,3185
318605,Desenhista projetista de máquinas,3186
318610,Desenhista projetista mecânico,3186
318705,Desenhista projetista de eletricidade,3187
318710,Desenhista projetista eletrônico,3187
318805,Projetista de móveis,3188
318810,Modelista de roupas,3188
318815,Modelista de calçados,3188
319105,Técnico em calçados e artefatos de couro,3191
319110,Técnico em confecções do vestuário,3191
319205,Técnico do mobiliário,3192
320105,Técnico em bioterismo,3201
320110,Técnico em histologia,3201
321105,Técnico agrícola,3211
321110,Técnico agropecuário,3211
321205,Técnico em madeira,3212
321210,Técnico florestal,3212
321305,Técnico em piscicultura,3213
321310,Técnico em carcinicultura,3213
321315,Técnico em mitilicultura,3213
321320,Técnico em ranicultura,3213
322110,Podólogo,3221
322130,Esteticista,3221
322135,Doula,3221
322140,Instrutor de pilates,3221
322205,Técnico de enfermagem,3222
322210,Técnico de enfermagem de terapia intensiva,3222
322215,Técnico de enfermagem do trabalho,3222
322220,Técnico de enfermagem psiquiátrica,3222
322225,Instrumentador cirúrgico,3222
322230,Auxiliar de enfermagem,3222
322235,Auxiliar de enfermagem do trabalho,3222
322240,Auxiliar de saúde (navegação marítima),3222
322245,Técnico de enfermagem da estratégia de saúde da família,3222
322250,Auxiliar de enfermagem da estratégia de saúde da família,3222
322255,Técnico em agente comunitário de saúde,3222
322305,Técnico em óptica e optometria,3223
322405,Técnico em saúde bucal,3224
322410,Protético dentário,3224
322415,Auxiliar em saúde bucal,3224
322420,Auxiliar de prótese dentária,3224
322425,Técnico em saúde bucal da estratégia de saúde da família,3224
322430,Auxiliar em saúde bucal da estratégia de saúde da família,3224
322505,Técnico de ortopedia,3225
322605,Técnico de imobilização ortopédica,3226
322705,Técnico em acupuntura,3227
322710,Técnico em quiropraxia,3227
322715,Massoterapeuta,3227
322720,Terapeuta holístico,3227
322725,Facilitador de biodança,3227
322730,Terapeuta reiki,3227
322735,Instrutor de yoga,3227
322740,Instrutor de meditação,3227
322745,Facilitador de grupos de movimento(bioernergética),3227
323105,Técnico em pecuária,3231
324105,Técnico em métodos eletrográficos em encefalografia,3241
324110,Técnico em métodos gráficos em cardiologia,3241
324115,Técnico em radiologia e imagenologia,3241
324120,Tecnólogo em radiologia,3241
324125,Tecnólogo oftálmico,3241
324130,Técnico em espirometria,3241
324135,Técnico em polissonografia,3241
324140,Dosimetrista clínico,3241
324205,Técnico em patologia clínica,3242
324215,Citotécnico,3242
324220,Técnico em hemoterapia,3242
325005,Enólogo,3250
325010,Aromista,3250
325015,Perfumista,3250
325105,Auxiliar técnico em laboratório de farmácia,3251
325110,Técnico em laboratório de farmácia,3251
325115,Técnico em farmácia,3251
325205,Técnico de alimentos,3252
325210,Técnico em nutrição e dietética,3252
325305,Técnico em biotecnologia,3253
325310,Técnico em imunobiológicos,3253
328105,Embalsamador,3281
328110,Taxidermista,3281
331105,Professor de nível médio na educação infantil,3311
331110,Auxiliar de desenvolvimento infantil,3311
331205,Professor de nível médio no ensino fundamental,3312
331305,Professor de nível médio no ensino profissionalizante,3313
332105,Professor leigo no ensino fundamental,3321
332205,Professor prático no ensino profissionalizante,3322
333105,Instrutor de auto-escola,3331
333110,Instrutor de cursos livres,3331
333115,Professores de cursos livres,3331
334105,Inspetor de alunos de escola privada,3341
334110,Inspetor de alunos de escola pública,3341
334115,Monitor de transporte escolar,3341
341105,Piloto comercial (exceto linhas aéreas),3411
341110,Piloto comercial de helicóptero (exceto linhas aéreas),3411
341115,Mecânico de vôo,3411
341120,Piloto agrícola,3411
341205,Contramestre de cabotagem,3412
341210,Mestre de cabotagem,3412
341215,Mestre fluvial,3412
341220,Patrão de pesca de alto-mar,3412
341225,Patrão de pesca na navegação interior,3412
341230,Piloto fluvial,3412
341235,Técnico em sinalização náutica,3412
341240,Técnicos em manobras em equipamentos de convés,3412
341245,Técnico em sinais navais,3412
341250,Auxiliar técnico de sinalização nautica,3412
341305,Condutor maquinista motorista fluvial,3413
341310,Condutor de máquinas,3413
341315,Eletricista de bordo,3413
341320,Condutor de máquinas (bombeador),3413
341325,Condutor de máquinas (mecânico),3413
342105,Analista de transporte em comércio exterior,3421
342110,Operador de transporte multimodal,3421
342115,Controlador de serviços de máquinas e veículos,3421
342120,Afretador,3421
342125,Tecnólogo em logística de transporte,3421
342205,Ajudante de despachante aduaneiro,3422
342210,Despachante aduaneiro,3422
342215,Analista de desembaraço aduaneiro,3422
342305,Chefe de serviço de transporte rodoviário (passageiros e cargas),3423
342310,Inspetor de serviços de transportes rodoviários (passageiros e cargas),3423
342315,Supervisor de carga e descarga,3423
342405,Agente de estação (ferrovia e metrô),3424
342410,Operador de centro de controle (ferrovia e metrô),3424
342505,Controlador de tráfego aéreo,3425
342510,Despachante operacional de vôo,3425
342515,Fiscal de aviação civil (fac),3425
342530,Inspetor de aviação civil,3425
342535,Operador de atendimento aeroviário,3425
342540,Supervisor da administração de aeroportos,3425
342545,Supervisor de empresa aérea em aeroportos,3425
342550,Agente de proteção de aviação civil,3425
342555,Fiscal de pista de aeroporto,3425
342560,Operador de rampa ( transporte aéreo),3425
342605,Chefe de estação portuária,3426
342610,Supervisor de operações portuárias,3426
351105,Técnico de contabilidade,3511
351110,Chefe de contabilidade (técnico),3511
351115,Consultor contábil (técnico),3511
351305,Técnico em administração,3513
351310,Técnico em administração de comércio exterior,3513
351315,Agente de recrutamento e seleção,3513
351405,Escrevente,3514
351410,Escrivão judicial,3514
351415,Escrivão extra - judicial,3514
351420,Escrivão de polícia,3514
351425,Oficial de justiça,3514
351430,Auxiliar de serviços jurídicos,3514
351435,Mediador de conflitos,3514
351440,Árbitro extrajudicial,3514
351505,Técnico em secretariado,3515
351510,Taquígrafo,3515
351515,Estenotipista,3515
351605,Técnico em segurança do trabalho,3516
351610,Técnico em higiene ocupacional,3516
351705,Analista de seguros (técnico),3517
351710,Analista de sinistros,3517
351715,Assistente comercial de seguros,3517
351720,Assistente técnico de seguros,3517
351725,Inspetor de risco,3517
351730,Inspetor de sinistros,3517
351735,Técnico de resseguros,3517
351740,Técnico de seguros,3517
351805,Detetive profissional,3518
351810,Investigador de polícia,3518
351815,Papiloscopista policial,3518
351905,Agente de inteligência,3519
351910,Agente técnico de inteligência,3519
352205,Agente de defesa ambiental,3522
352210,Agente de saúde pública,3522
352305,Metrologista,3523
352310,Agente fiscal de qualidade,3523
352315,Agente fiscal metrológico,3523
352320,Agente fiscal têxtil,3523
352405,Agente de direitos autorais,3524
352410,Avaliador de produtos dos meios de comunicação,3524
352420,Técnico em direitos autorais,3524
353205,Técnico de operações e serviços bancários - câmbio,3532
353210,Técnico de operações e serviços bancários - crédito imobiliário,3532
353215,Técnico de operações e serviços bancários - crédito rural,3532
353220,Técnico de operações e serviços bancários - leasing,3532
353225,Técnico de operações e serviços bancários - renda fixa e variável,3532
353230,Tesoureiro de banco,3532
353235,Chefe de serviços bancários,3532
354120,Agente de vendas de serviços,3541
354125,Assistente de vendas,3541
354130,Promotor de vendas especializado,3541
354135,Técnico de vendas,3541
354140,Técnico em atendimento e vendas,3541
354145,Vendedor pracista,3541
354150,Propagandista de produtos famacêuticos,3541
354205,Comprador,3542
354210,Supervisor de compras,3542
354305,Analista de exportação e importação,3543
354405,Leiloeiro,3544
354410,Avaliador de imóveis,3544
354415,Avaliador de bens móveis,3544
354505,Corretor de seguros,3545
354605,Corretor de imóveis,3546
354610,Corretor de grãos,3546
354705,Representante comercial autônomo,3547
354805,Técnico em turismo,3548
354810,Operador de turismo,3548
354815,Agente de viagem,3548
354820,Organizador de evento,3548
354825,Cerimonialista,3548
371105,Auxiliar de biblioteca,3711
371110,Técnico em biblioteconomia,3711
371205,Colecionador de selos e moedas,3712
371210,Técnico em museologia,3712
371305,Técnico em programação visual,3713
371310,Técnico gráfico,3713
371405,Recreador de acantonamento,3714
371410,Recreador,3714
371415,Brinquedista,3714
372105,Diretor de fotografia,3721
372110,Iluminador (televisão),3721
372115,Operador de câmera de televisão,3721
372205,Operador de rede de teleprocessamento,3722
372210,Radiotelegrafista,3722
373105,Operador de mídia audiovisual,3731
373130,Técnico de sistemas audiovisuais,3731
373135,Operador de controle mestre,3731
373140,Coordenador de programação,3731
373145,Assistente de operações audiovisuais,3731
373220,Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo,3732
373225,Supervisor de operações (mídias audiovisuais),3732
373230,Supervisor técnico (mídias audiovisuais),3732
374105,Técnico em gravação de áudio,3741
374110,Técnico em instalação de equipamentos de áudio,3741
374115,Técnico em masterização de áudio,3741
374120,Projetista de som,3741
374125,Técnico em sonorização,3741
374130,Técnico em mixagem de áudio,3741
374135,Projetista de sistemas de áudio,3741
374140,Microfonista,3741
374145,Dj (disc jockey),3741
374150,Sonoplasta,3741
374155,Analista musical,3741
374205,"Cenotécnico (cinema, vídeo, televisão, teatro e espetáculos)",3742
374210,Maquinista de cinema e vídeo,3742
374215,Maquinista de teatro e espetáculos,3742
374305,Operador de projetor cinematográfico,3743
374310,Operador-mantenedor de projetor cinematográfico,3743
374405,Editor de mídia audiovisual,3744
374410,Finalizador de filmes,3744
374415,Finalizador de vídeo,3744
374420,Montador de filmes,3744
374425,Diretor de imagens (tv),3744
375105,Designer de interiores,3751
375110,Designer de vitrines,3751
375115,Visual merchandiser,3751
375120,Decorador de eventos,3751
375125,Produtor de moda,3751
375130,Profissional de organização (personal organizer),3751
376105,Dançarino tradicional,3761
376110,Dançarino popular,3761
376205,Acrobata,3762
376210,Artista aéreo,3762
376215,Artista de circo (outros),3762
376220,Contorcionista,3762
376225,Domador de animais (circense),3762
376230,Equilibrista,3762
376235,Mágico,3762
376240,Malabarista,3762
376245,Palhaço,3762
376250,Titeriteiro,3762
376255,Trapezista,3762
376305,Apresentador de eventos,3763
376310,Apresentador de festas populares,3763
376315,Apresentador de programas de rádio,3763
376320,Apresentador de programas de televisão,3763
376325,Apresentador de circo,3763
376330,Mestre de cerimonias,3763
376405,Modelo artístico,3764
376410,Modelo de modas,3764
376415,Modelo publicitário,3764
377105,Atleta profissional (outras modalidades),3771
377110,Atleta profissional de futebol,3771
377115,Atleta profissional de golfe,3771
377120,Atleta profissional de luta,3771
377125,Atleta profissional de tênis,3771
377130,Jóquei,3771
377135,Piloto de competição automobilística,3771
377140,Profissional de atletismo,3771
377145,Pugilista,3771
377205,Árbitro desportivo,3772
377210,Árbitro de atletismo,3772
377215,Árbitro de basquete,3772
377220,Árbitro de futebol,3772
377225,Árbitro de futebol de salão,3772
377230,Árbitro de judô,3772
377235,Árbitro de karatê,3772
377240,Árbitro de poló aquático,3772
377245,Árbitro de vôlei,3772
391105,Cronoanalista,3911
391110,Cronometrista,3911
391115,Controlador de entrada e saída,3911
391120,Planejista,3911
391125,Técnico de planejamento de produção,3911
391130,Técnico de planejamento e programação da manutenção,3911
391135,Técnico de matéria-prima e material,3911
391140,Analista de manutenção (equipamentos aéreos),3911
391145,Analista de planejamento de manutenção,3911
391205,Inspetor de qualidade,3912
391210,Técnico de garantia da qualidade,3912
391215,Operador de inspeção de qualidade,3912
391220,Técnico de painel de controle,3912
391225,Escolhedor de papel,3912
391230,Técnico operacional de serviços de correios,3912
395105,Técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal),3951
395110,Técnico de apoio em pesquisa e desenvolvimento agropecuário florestal,3951
410105,Supervisor administrativo,4101
410205,Supervisor de almoxarifado,4102
410210,Supervisor de câmbio,4102
410215,Supervisor de contas a pagar,4102
410220,Supervisor de controle patrimonial,4102
410225,Supervisor de crédito e cobrança,4102
410230,Supervisor de orçamento,4102
410235,Supervisor de tesouraria,4102
410240,Supervisor de logística,4102
411005,Auxiliar de escritório,4110
411010,Assistente administrativo,4110
411015,Atendente de judiciário,4110
411020,Auxiliar de judiciário,4110
411025,Auxiliar de cartório,4110
411030,Auxiliar de pessoal,4110
411035,Auxiliar de estatística,4110
411040,Auxiliar de seguros,4110
411045,Auxiliar de serviços de importação e exportação,4110
411050,Agente de microcrédito,4110
411055,Captador de recursos,4110
412105,Datilógrafo,4121
412110,Digitador,4121
412115,Operador de mensagens de telecomunicações (correios),4121
412120,Supervisor de digitação e operação,4121
412205,Contínuo,4122
413105,Analista de folha de pagamento,4131
413110,Auxiliar de contabilidade,4131
413115,Auxiliar de faturamento,4131
413205,Atendente de agência,4132
413210,Caixa de banco,4132
413215,Compensador de banco,4132
413220,Conferente de serviços bancários,4132
413225,Escriturário de banco,4132
413230,Operador de cobrança bancária,4132
414105,Almoxarife,4141
414110,Armazenista,4141
414115,Balanceiro,4141
414120,Conferente mercadoria (exceto carga e descarga),4141
414125,Estoquista,4141
414135,Expedidor de mercadorias,4141
414140,Auxiliar de logistica,4141
414205,Apontador de mão-de-obra,4142
414210,Apontador de produção,4142
414215,Conferente de carga e descarga,4142
415105,Arquivista de documentos,4151
415115,Codificador de dados,4151
415120,Fitotecário,4151
415125,Kardexista,4151
415130,Operador de máquina copiadora (exceto operador de gráfica rápida),4151
415205,Carteiro,4152
415210,Operador de triagem e transbordo,4152
415215,Entregador de publicações,4152
415305,Registrador de câncer,4153
415310,Analista de informação em saúde,4153
420105,Supervisor de caixas e bilheteiros (exceto caixa de banco),4201
420110,Supervisor de cobrança,4201
420115,Supervisor de coletadores de apostas e de jogos,4201
420120,Supervisor de entrevistadores e recenseadores,4201
420125,Supervisor de recepcionistas,4201
420130,Supervisor de telefonistas,4201
420135,Supervisor de telemarketing e atendimento,4201
421105,Atendente comercial (agência postal),4211
421110,Bilheteiro de transportes coletivos,4211
421115,Bilheteiro no serviço de diversões,4211
421120,Emissor de passagens,4211
421125,Operador de caixa,4211
421205,Recebedor de apostas (loteria),4212
421210,Recebedor de apostas (turfe),4212
421305,Cobrador externo,4213
421310,Cobrador interno,4213
421315,Localizador (cobrador),4213
422105,"Recepcionista, em geral",4221
422110,Recepcionista de consultório médico ou dentário,4221
422115,Recepcionista de seguro saúde,4221
422120,Recepcionista de hotel,4221
422125,Recepcionista de banco,4221
422130,Concierge,4221
422205,Telefonista,4222
422210,Teleoperador,4222
422220,Operador de rádio-chamada,4222
422305,Operador de telemarketing ativo,4223
422310,Operador de telemarketing ativo e receptivo,4223
422315,Operador de telemarketing receptivo,4223
422320,Operador de telemarketing técnico,4223
422330,Teleatendente de emergência,4223
422335,Monitor de teleatendimento,4223
423105,Despachante documentalista,4231
423110,Despachante de trânsito,4231
423115,Vistoriador veicular,4231
424105,Entrevistador censitário e de pesquisas amostrais,4241
424110,Entrevistador de pesquisa de opinião e mídia,4241
424115,Entrevistador de pesquisas de mercado,4241
424120,Entrevistador de preços,4241
424125,Escriturário  em  estatística,4241
424130,Entrevistador social,4241
424205,"Coordenador de provas (concurso, avaliação, exame)",4242
424210,"Aplicador de provas (concurso, avaliação,exame)",4242
510105,Supervisor de transportes,5101
510110,Administrador de edifícios,5101
510115,Supervisor de andar,5101
510120,Chefe de portaria de hotel,5101
510130,Chefe de bar,5101
510135,Maître,5101
510205,Supervisor de lavanderia,5102
510305,Supervisor de bombeiros,5103
510310,Supervisor de vigilantes,5103
511105,Comissário de vôo,5111
511110,Comissário de trem,5111
511115,Taifeiro (exceto militares),5111
511205,Fiscal de transportes coletivos (exceto trem),5112
511210,Despachante de transportes coletivos (exceto trem),5112
511215,Cobrador de transportes coletivos (exceto trem),5112
511220,"Bilheteiro (estações de metrô, ferroviárias e assemelhadas)",5112
511405,Guia de turismo,5114
511505,Condutor de turismo de aventura,5115
511510,Condutor de turismo de pesca,5115
511515,Condutor turismo náutico,5115
512105,Empregado  doméstico  nos serviços gerais,5121
512110,Empregado doméstico  arrumador,5121
512115,Empregado doméstico  faxineiro,5121
512120,Empregado doméstico diarista,5121
513105,Mordomo de residência,5131
513110,Mordomo de hotelaria,5131
513115,Governanta de hotelaria,5131
513205,Cozinheiro geral,5132
513210,Cozinheiro do serviço doméstico,5132
513215,Cozinheiro industrial,5132
513220,Cozinheiro de hospital,5132
513225,Cozinheiro de embarcações,5132
513305,Camareiro de teatro,5133
513310,Camareiro de televisão,5133
513315,Camareiro  de hotel,5133
513320,Camareiro de embarcações,5133
513325,Guarda-roupeiro de cinema,5133
513405,Garçom,5134
513410,Sommelier,5134
513415,Cumim,5134
513420,Barman,5134
513425,Copeiro,5134
513430,Copeiro de hospital,5134
513435,Atendente de lanchonete,5134
513440,Barista,5134
513505,Auxiliar nos serviços de alimentação,5135
513510,Lactarista,5135
513605,Churrasqueiro,5136
513610,Pizzaiolo,5136
513615,Sushiman,5136
514105,Ascensorista,5141
514110,Garagista,5141
514115,Sacristão,5141
514120,Zelador de edifício,5141
514205,Coletor de lixo domiciliar,5142
514215,Varredor de rua,5142
514225,Trabalhador de serviços de limpeza e conservação de áreas públicas,5142
514230,Coletor de resíduos sólidos de serviços de saúde,5142
514305,Limpador de vidros,5143
514310,Auxiliar de manutenção predial,5143
514315,Limpador de fachadas,5143
514320,Faxineiro,5143
514325,Trabalhador da manutenção de edificações,5143
514330,Limpador de piscinas,5143
514335,Hidrojatista,5143
515105,Agente comunitário de saúde,5151
515110,Atendente de enfermagem,5151
515115,Parteira leiga,5151
515120,Visitador sanitário,5151
515125,Agente indígena de saúde,5151
515130,Agente indígena de saneamento,5151
515135,Socorrista (exceto médicos e enfermeiros),5151
515140,Agente de combate às endemias,5151
515205,Auxiliar de banco de sangue,5152
515210,Auxiliar de farmácia de manipulação,5152
515215,Auxiliar de laboratório de análises clínicas,5152
515220,Auxiliar de laboratório de imunobiológicos,5152
515225,Auxiliar de produção farmacêutica,5152
515305,Educador social,5153
515310,Agente de ação social,5153
515315,Monitor de dependente químico,5153
515320,Conselheiro tutelar,5153
515325,Sócioeducador,5153
515330,Monitor de ressocialização prisional,5153
516105,Barbeiro,5161
516110,Cabeleireiro,5161
516120,Manicure/pedicure,5161
516125,Maquiador,5161
516130,Maquiador de caracterização,5161
516145,Designer de unhas,5161
516150,Designer de sobrancelhas,5161
516155,Designer de cílios,5161
516160,Confeccionador de perucas,5161
516205,Babá,5162
516210,Cuidador de idosos,5162
516215,Mãe social,5162
516220,Cuidador em saúde,5162
516305,"Lavadeiro, em geral",5163
516310,Lavador de roupas  a maquina,5163
516315,Lavador de artefatos de tapeçaria,5163
516320,"Limpador a seco, à máquina",5163
516325,Passador de roupas em geral,5163
516330,Tingidor de roupas,5163
516335,Conferente-expedidor de roupas (lavanderias),5163
516340,Atendente de lavanderia,5163
516345,Auxiliar de lavanderia,5163
516405,Lavador de roupas,5164
516410,"Limpador de roupas a seco, à mão",5164
